Normal 1;Normal2;Impersonation;Replay 1;Replay 2
25;31;34;29;38
24;31;34;29;38
24;31;32;29;38
24;31;32;28;38
24;31;33;29;38
24;31;34;29;37
24;31;34;29;38
24;31;35;29;38
24;31;33;29;37
24;31;34;29;38
24;31;34;29;38
24;31;35;29;38
24;31;36;29;38
24;31;34;29;37
24;31;36;29;38
24;31;36;29;38
24;31;36;29;38
24;31;33;29;37
25;31;36;29;37
24;31;35;29;38
24;31;37;29;38
24;31;34;29;38
24;30;34;29;37
24;31;34;29;38
24;30;36;29;38
24;31;34;29;38
24;31;35;29;37
24;31;36;29;37
24;31;34;29;38
24;31;34;29;38
24;31;35;29;38
24;31;34;29;38
24;30;36;29;38
24;31;35;29;38
24;31;34;29;37
24;30;34;29;38
24;31;35;29;38
24;31;33;29;37
24;31;34;29;38
24;31;32;29;38
24;30;34;29;38
24;31;35;29;38
24;30;34;29;37
24;30;34;29;38
24;30;33;29;38
24;30;33;29;38
24;30;35;29;38
24;30;33;29;37
24;30;33;29;38
24;31;33;30;38
25;30;33;29;38
24;30;34;29;38
24;31;33;29;38
24;31;32;29;37
24;31;31;29;38
24;32;32;29;38
24;31;32;29;38
24;31;34;29;37
24;31;32;29;38
24;31;34;29;38
25;31;32;29;37
24;31;31;29;37
24;31;34;29;38
24;31;34;29;37
25;31;32;29;38
24;31;33;29;37
24;30;33;29;37
24;31;35;29;38
24;31;32;29;37
24;31;32;29;38
24;31;33;29;37
24;31;32;29;38
24;31;33;29;37
24;31;32;29;38
24;31;33;29;37
24;31;32;29;37
24;30;31;29;37
24;31;32;29;37
24;31;34;29;37
24;31;33;29;37
24;31;34;29;38
24;31;33;29;38
24;31;35;29;38
24;31;35;29;38
24;31;35;29;38
24;31;36;29;38
24;31;36;29;37
24;31;37;29;37
24;31;36;29;37
24;31;36;29;38
24;31;34;29;38
25;31;36;29;38
24;31;36;29;37
24;31;36;28;37
24;31;37;28;38
25;31;35;29;38
24;31;36;29;37
24;30;34;29;37
24;31;37;29;38
24;31;34;28;37
24;31;34;30;38
24;31;34;29;37
24;31;37;29;37
24;31;33;29;38
24;31;36;29;38
24;31;36;29;38
24;31;34;29;38
24;30;33;29;37
24;31;34;29;37
24;31;33;29;37
24;30;34;29;38
25;31;35;29;38
24;31;34;29;37
24;30;36;29;38
24;31;33;29;38
24;30;34;29;37
24;30;34;29;37
24;30;33;29;37
24;30;34;29;38
25;31;34;29;38
24;30;34;29;38
24;30;33;29;38
24;31;33;29;37
24;30;33;29;37
25;30;34;29;37
24;30;34;29;38
25;30;35;29;38
24;31;35;29;38
25;31;35;29;37
24;31;34;29;38
24;31;35;29;38
24;31;34;29;37
24;31;34;29;38
25;31;33;29;37
24;30;36;28;37
25;30;36;29;38
24;31;36;29;37
24;31;36;29;37
24;31;36;29;37
24;31;38;29;38
24;30;38;29;38
24;31;37;29;37
24;31;38;29;38
24;31;37;29;37
24;31;38;29;38
24;30;38;29;38
24;31;36;29;37
24;31;36;29;38
24;30;36;29;38
24;31;36;29;37
24;31;37;30;37
24;31;35;29;37
24;31;37;28;38
24;31;37;29;38
25;31;38;29;38
24;31;38;30;37
24;31;35;29;38
24;31;38;29;37
24;31;37;29;38
24;30;38;29;38
24;30;37;29;38
24;31;37;28;37
24;31;36;29;38
24;30;38;29;37
24;30;37;29;37
24;30;37;29;37
24;31;36;29;38
24;30;38;29;38
24;31;37;29;38
24;31;36;29;38
24;30;34;29;38
24;31;35;29;37
24;30;36;29;38
24;30;35;29;38
24;30;35;29;38
24;31;36;29;37
24;31;37;29;38
25;31;36;29;37
24;31;38;29;38
24;30;34;29;38
24;31;35;29;38
25;31;36;29;37
24;31;37;29;37
25;31;34;29;38
24;31;34;29;38
24;31;35;29;38
24;31;36;29;38
25;31;34;29;38
25;31;36;29;38
24;31;33;29;38
24;30;36;29;38
24;30;36;29;38
24;31;36;29;38
24;30;37;29;37
24;30;36;29;39
25;31;36;29;38
24;31;36;29;38
24;31;36;29;38
24;30;37;29;37
24;30;36;29;38
24;31;35;29;37
24;31;37;29;37
24;31;37;29;38
24;31;35;29;38
24;31;37;29;37
24;30;35;29;37
24;31;37;29;37
24;31;34;29;37
24;31;35;29;37
24;31;37;29;38
24;31;36;29;38
24;31;34;29;38
24;31;34;29;37
24;30;33;29;38
24;30;34;29;38
24;30;34;29;38
24;31;32;29;37
24;30;35;29;38
24;30;35;29;38
24;31;33;29;37
24;31;36;29;37
24;30;33;29;38
25;31;36;29;37
24;31;34;29;37
24;31;35;29;38
24;31;33;29;38
24;30;33;29;37
24;31;33;29;37
24;31;33;29;37
24;30;35;29;37
24;31;32;29;37
24;31;32;29;38
24;30;31;29;38
25;31;34;29;38
24;31;33;29;38
24;30;32;29;38
24;30;32;29;38
24;30;35;29;38
24;31;33;29;38
24;31;33;29;37
24;31;35;29;38
24;30;35;29;38
24;30;32;29;38
24;31;33;29;38
24;31;33;29;38
24;30;35;29;38
24;30;33;29;37
24;31;35;29;37
24;31;36;29;38
24;30;36;29;38
24;31;35;29;37
24;31;36;29;38
24;30;34;29;38
24;30;36;29;39
24;31;37;29;38
24;31;37;29;37
24;31;35;29;38
24;31;36;29;38
24;31;37;29;37
24;30;36;29;37
24;30;35;29;38
24;31;37;29;38
24;30;36;29;37
24;31;34;29;37
25;30;35;29;37
24;31;34;29;38
24;31;37;29;38
24;31;34;29;38
24;31;36;29;37
24;31;34;29;38
24;30;34;29;38
24;31;34;29;38
24;31;36;29;38
24;30;35;29;38
24;30;35;29;38
24;30;36;29;37
24;30;37;29;37
24;31;36;30;37
25;31;37;29;38
24;31;36;29;38
24;31;35;29;39
24;30;34;29;37
25;30;36;29;38
24;30;34;29;38
24;31;34;29;38
24;31;36;29;38
24;31;34;29;38
24;30;34;29;38
24;31;36;29;38
24;31;35;29;38
25;31;36;29;38
24;30;35;29;38
24;31;37;29;38
24;30;36;29;38
25;31;34;29;38
24;30;35;29;37
24;31;37;29;37
24;30;37;29;38
25;31;36;29;38
24;31;37;29;38
24;31;36;29;38
24;30;36;29;38
24;31;38;29;38
24;31;37;29;38
24;30;37;29;38
24;30;35;29;38
25;30;35;29;38
24;30;36;29;38
24;30;34;29;37
24;31;35;29;38
25;31;33;29;38
25;31;33;29;38
25;30;33;29;37
24;31;32;29;38
24;30;33;29;38
24;30;32;29;37
24;31;31;29;37
24;30;32;29;37
24;31;33;29;38
24;30;33;29;38
24;30;33;29;37
24;30;33;29;38
24;30;33;29;38
24;31;32;29;38
24;30;33;29;38
24;30;31;29;38
25;30;32;29;37
24;31;33;29;38
24;31;34;29;38
24;31;34;30;38
24;31;35;29;39
24;31;34;29;38
24;30;35;29;38
24;31;35;28;38
24;31;35;29;38
24;31;36;29;38
24;30;35;29;38
25;31;34;29;38
24;31;36;29;38
25;31;36;29;39
24;31;33;29;38
25;30;34;29;37
24;30;33;29;38
24;30;35;29;37
24;30;36;29;38
24;30;34;29;37
24;31;35;29;38
24;30;33;29;38
24;31;34;29;38
24;30;33;29;38
24;30;32;29;39
24;30;35;29;38
24;31;35;29;38
24;31;33;29;38
24;31;35;29;37
24;31;33;29;38
24;30;32;29;38
24;31;35;29;37
24;31;34;29;38
24;31;32;29;38
24;30;32;29;37
25;31;32;29;38
24;31;34;29;38
24;30;31;29;38
24;30;35;29;37
24;31;33;29;38
24;30;34;29;38
24;30;32;29;38
24;30;33;29;37
24;31;32;29;38
24;30;32;29;38
24;30;34;29;38
24;30;32;29;37
24;31;31;29;38
24;30;33;29;38
24;30;34;29;38
24;31;34;29;37
24;30;34;29;38
24;31;36;29;37
24;31;33;29;37
24;31;33;29;38
25;31;35;29;37
24;30;33;29;37
24;31;33;29;37
24;31;33;29;38
24;30;35;29;38
24;30;32;29;38
24;30;32;29;37
24;31;33;29;38
24;30;34;29;38
24;30;34;29;37
24;30;34;29;38
24;30;35;29;38
24;31;33;29;38
24;30;32;29;38
24;30;33;29;38
24;31;34;29;38
24;31;34;29;38
24;30;35;29;37
24;30;36;29;37
24;31;36;29;38
24;30;36;29;38
24;30;36;29;38
24;30;38;29;38
24;31;35;29;38
25;30;35;29;38
24;30;36;28;37
24;31;36;29;37
24;30;37;29;38
24;31;37;29;37
24;30;35;29;38
24;31;35;29;38
24;30;38;29;38
24;30;35;29;37
24;30;34;29;37
24;30;35;29;38
24;31;33;29;38
24;31;35;29;38
24;30;36;29;38
24;30;34;29;38
24;30;35;29;37
24;30;34;29;38
24;31;35;29;38
24;30;36;29;38
24;31;34;29;38
24;31;33;29;38
24;30;35;29;38
24;30;33;29;37
24;31;34;29;38
25;31;35;29;38
24;30;35;29;37
24;31;36;29;37
24;31;33;29;38
24;30;33;29;38
24;30;36;29;38
24;30;36;29;38
24;30;36;29;38
24;31;34;29;38
24;30;34;29;38
24;30;34;29;38
24;30;36;29;38
25;30;35;29;37
25;30;35;29;38
24;30;36;29;38
24;31;35;28;38
24;31;33;29;38
24;30;35;29;38
24;30;35;29;37
24;30;33;29;38
24;30;32;29;37
24;30;35;29;38
24;30;32;29;38
24;30;32;29;38
24;30;31;29;37
24;30;31;29;38
24;30;34;29;37
24;30;33;29;38
24;30;32;29;38
24;30;35;29;37
24;30;35;29;38
24;30;33;29;38
24;31;34;29;38
24;30;35;29;38
24;30;35;29;38
24;30;35;28;38
24;30;36;29;38
24;30;35;28;38
24;30;34;29;38
24;30;36;29;38
24;31;36;29;38
24;30;34;29;38
24;30;34;29;38
24;30;34;29;38
24;31;35;29;38
25;30;32;30;38
24;31;35;29;38
24;31;32;29;38
24;30;34;29;38
24;31;32;29;38
24;31;34;29;38
24;30;34;29;38
24;30;33;29;38
24;30;33;29;37
24;31;33;29;38
24;30;34;29;38
24;31;34;29;38
24;30;35;29;37
24;30;36;30;37
24;30;35;29;38
24;30;33;29;38
24;30;35;29;38
24;30;33;29;38
24;30;33;29;37
24;30;35;29;38
24;30;35;29;38
24;31;32;29;38
24;30;34;29;38
24;31;36;29;37
24;30;35;29;37
24;30;36;29;38
24;30;36;29;37
24;30;34;29;37
24;30;36;29;38
24;30;35;29;37
24;30;36;29;38
24;31;37;29;38
24;30;35;29;37
24;30;36;29;38
24;30;34;29;37
25;30;35;29;38
24;30;34;29;37
24;31;34;29;38
24;30;35;29;38
24;31;36;29;37
24;31;34;29;38
24;30;34;29;38
24;30;36;29;38
24;31;36;29;38
24;30;33;29;38
24;30;33;29;38
24;30;33;29;38
24;31;35;29;38
24;30;35;29;38
24;30;33;29;38
24;31;34;29;38
25;31;35;29;38
24;30;34;29;38
25;31;35;29;37
24;31;35;29;38
24;30;33;29;38
24;30;35;29;37
24;30;34;29;37
24;30;34;29;38
24;30;35;29;37
24;30;36;29;37
24;31;36;29;37
24;30;33;29;38
24;30;33;29;38
24;31;36;29;38
24;30;33;29;38
24;30;34;29;38
24;30;33;29;38
24;30;33;29;38
24;30;32;29;38
24;30;33;29;38
24;30;33;29;38
24;30;34;30;38
25;30;35;29;38
25;30;33;29;38
24;30;34;29;38
24;30;32;29;37
24;30;34;29;37
25;30;35;29;38
24;31;33;29;38
24;30;32;29;37
24;30;33;29;38
24;30;32;29;37
24;30;33;29;38
24;30;32;29;38
24;30;32;28;38
24;30;32;28;37
24;30;34;29;37
24;31;33;29;38
24;30;31;29;38
24;30;34;29;38
24;30;32;29;37
24;31;34;29;39
24;30;32;29;38
24;30;34;29;37
25;30;34;29;38
24;30;33;30;38
24;30;34;29;38
24;30;34;29;38
24;30;35;29;38
24;30;34;29;38
24;30;34;29;38
24;30;34;29;38
24;30;33;29;38
24;30;33;29;37
24;31;35;29;38
24;30;32;29;38
24;30;32;29;38
24;30;32;29;38
24;30;31;29;38
24;30;33;29;38
24;31;32;29;38
24;30;34;29;38
24;30;35;29;38
24;30;32;29;38
24;30;35;29;38
24;31;32;29;38
24;30;32;29;38
24;31;35;29;38
24;30;36;29;37
24;30;33;29;38
25;31;33;29;38
24;30;36;29;38
24;31;36;29;38
24;30;36;29;38
24;31;36;29;38
24;30;35;29;38
24;30;34;29;37
24;30;37;29;38
24;30;35;29;37
24;30;34;29;38
24;30;34;29;37
24;31;34;29;37
24;30;34;29;37
24;30;36;29;38
24;30;34;29;38
25;31;33;29;37
24;30;36;29;38
24;30;36;29;38
24;30;36;29;38
25;30;35;29;38
24;30;34;29;38
24;30;35;29;38
24;30;35;30;38
24;30;33;29;37
24;30;36;29;38
24;30;36;29;38
24;30;36;29;38
24;30;37;29;38
24;30;34;29;38
24;30;37;29;38
24;30;34;29;38
24;30;37;29;38
24;30;35;29;37
24;30;34;29;38
24;30;33;29;38
24;30;33;29;38
24;30;36;29;37
24;30;34;29;38
24;30;36;29;38
24;30;36;29;37
24;31;36;29;37
24;30;37;29;38
24;31;37;29;37
24;30;36;29;38
24;30;34;29;38
24;30;35;29;38
24;30;33;29;38
24;31;36;29;38
24;30;36;29;37
24;30;36;29;38
24;30;36;29;38
24;31;36;29;37
24;30;35;29;38
24;30;34;29;38
24;30;35;29;38
24;30;34;29;38
24;30;33;29;38
24;30;33;29;37
24;30;35;29;37
24;30;35;29;38
24;31;32;30;38
24;30;34;29;37
25;30;33;29;37
24;30;32;29;37
24;30;32;29;37
24;30;32;29;38
24;30;35;29;37
24;30;34;29;38
24;31;32;29;38
24;30;32;29;38
24;30;34;29;37
24;30;33;29;37
24;30;32;29;37
24;30;35;29;37
25;30;33;29;37
25;30;35;29;38
24;30;36;29;38
24;30;34;29;38
24;30;35;29;37
24;30;35;29;37
24;30;34;29;37
24;30;34;29;38
24;30;34;29;38
24;30;33;29;38
24;30;32;29;37
25;30;35;28;38
24;30;33;29;37
24;31;33;28;37
24;30;33;29;37
24;30;32;29;38
24;30;34;30;38
24;30;32;29;37
24;30;32;29;37
24;30;32;29;38
24;30;31;29;38
24;30;33;29;37
24;30;34;29;38
24;30;35;29;37
24;31;32;29;38
25;30;33;29;37
24;30;34;29;38
24;30;34;29;37
24;30;34;29;37
24;30;32;29;37
24;30;34;29;37
24;30;33;29;37
24;30;35;29;37
24;30;35;29;37
24;30;35;29;38
24;30;35;29;37
24;30;36;29;38
24;30;36;29;37
24;30;34;29;38
24;30;33;29;37
24;30;33;29;37
24;30;35;29;38
24;30;32;29;38
24;30;34;29;37
24;30;32;29;37
24;30;32;29;38
24;30;34;29;38
24;30;34;29;37
24;30;35;29;38
24;30;34;29;37
24;30;35;29;37
24;30;35;29;37
24;30;33;29;37
25;30;33;29;37
24;30;33;29;37
24;31;33;29;38
24;30;35;29;37
24;30;33;29;37
24;30;34;29;37
24;30;34;29;37
24;30;34;29;37
24;30;36;29;38
25;30;34;29;37
24;30;36;29;38
25;30;37;29;37
24;30;37;29;37
24;31;36;29;37
24;30;37;29;38
24;30;38;29;37
24;30;37;29;37
24;30;36;29;38
24;30;35;29;37
24;30;36;29;37
24;30;37;29;38
24;31;37;29;37
24;30;37;29;37
24;30;37;29;38
24;30;36;29;37
24;30;35;29;37
24;30;34;29;37
24;30;34;29;37
24;30;34;29;38
24;31;34;29;38
24;30;34;29;38
24;30;35;29;38
24;30;33;29;38
24;30;32;29;37
24;31;35;29;37
25;30;34;29;38
24;30;33;29;37
24;30;33;29;38
24;30;33;29;37
24;30;35;29;37
24;30;35;29;38
24;30;34;29;37
24;30;34;29;37
25;30;35;29;37
24;30;34;29;38
24;30;34;29;38
24;30;36;29;37
24;30;35;29;37
24;31;34;29;38
24;30;33;29;37
24;30;34;29;38
24;30;33;29;37
24;30;32;30;37
24;30;32;29;38
24;31;35;29;37
24;31;34;29;37
24;30;35;29;38
24;30;34;29;37
24;30;36;29;38
24;30;34;29;38
24;30;33;29;38
24;30;35;28;38
24;31;34;29;37
24;30;36;29;38
24;30;34;29;37
24;31;34;28;38
24;30;36;29;37
24;30;36;29;37
24;30;35;29;38
24;30;35;29;38
24;30;35;29;37
24;30;35;29;37
25;30;34;29;38
24;30;34;29;37
24;30;34;29;37
24;30;33;29;38
24;30;35;29;38
24;30;33;29;38
24;30;35;29;37
24;30;34;29;38
24;30;33;29;37
24;30;34;29;37
24;30;33;29;38
24;30;35;29;37
24;30;33;29;38
24;30;34;29;37
24;31;33;29;38
24;30;35;29;37
24;30;33;29;37
24;30;33;29;37
24;30;33;29;37
24;30;35;29;37
24;30;32;29;37
24;30;33;29;38
24;30;32;29;38
24;30;33;29;37
24;30;34;29;37
24;31;35;30;37
24;30;34;29;38
24;30;35;29;38
24;30;34;29;38
24;30;36;29;38
24;30;36;29;37
24;30;33;29;37
24;30;34;29;37
24;30;34;29;37
24;30;36;29;38
24;31;34;29;37
24;30;36;29;37
24;30;35;29;37
24;30;34;29;37
24;30;35;29;37
24;30;36;29;37
24;30;35;29;38
24;30;37;29;38
24;30;35;29;38
24;30;34;29;38
24;30;34;29;38
24;30;36;29;37
24;30;33;29;37
24;30;33;29;38
24;30;33;29;38
24;30;34;29;38
24;30;33;29;37
24;30;34;29;38
24;30;34;29;38
24;31;34;29;37
24;31;33;29;38
24;30;33;29;38
24;30;34;29;38
24;30;34;29;37
24;30;33;29;37
24;30;34;29;38
24;30;35;29;37
24;30;36;29;38
24;30;34;29;38
24;30;34;29;38
24;30;33;29;37
24;30;32;29;38
24;30;33;29;38
24;30;31;29;37
24;30;31;29;37
24;30;33;29;38
24;30;33;29;37
24;30;32;29;37
24;30;34;29;38
24;30;34;30;38
24;30;33;29;37
23;30;35;29;37
24;30;36;29;38
23;30;35;29;38
24;30;34;29;37
24;30;34;30;37
24;30;33;29;38
24;30;33;29;38
24;30;33;29;37
24;30;34;29;37
24;30;33;29;37
24;30;35;29;37
24;30;36;29;37
24;30;35;29;38
24;30;36;29;38
24;30;35;29;38
24;30;37;29;37
24;30;35;29;38
24;30;37;29;37
24;30;34;29;38
24;30;36;29;37
24;30;36;29;38
24;30;35;29;38
24;30;33;29;38
24;30;34;29;38
24;30;34;29;37
24;30;35;29;37
24;30;33;29;37
24;30;33;29;38
24;30;35;29;38
24;30;35;29;38
24;30;33;29;37
24;30;34;29;37
24;30;32;29;37
24;30;33;29;37
24;31;35;29;37
24;30;34;29;37
24;30;34;29;37
24;30;36;29;38
24;30;34;29;37
24;30;35;29;38
24;30;35;30;37
24;30;37;29;37
23;30;35;29;38
24;30;36;29;37
24;30;36;29;37
24;30;35;30;38
24;30;34;29;37
24;30;36;30;38
24;30;35;29;37
24;30;35;29;38
24;30;34;29;37
24;30;34;29;38
24;30;34;29;38
24;30;33;29;38
24;30;34;29;37
24;30;34;29;37
24;30;35;29;37
24;30;33;29;37
24;30;33;29;37
24;30;33;29;37
24;30;32;29;38
24;30;33;29;37
24;30;32;29;37
24;30;35;29;38
24;30;35;29;37
24;30;33;29;37
24;30;33;29;37
24;30;34;29;38
24;30;32;29;37
24;30;33;29;37
24;30;32;29;37
24;30;32;29;38
24;30;31;29;38
24;30;31;29;37
24;30;34;29;38
24;30;31;29;37
24;30;32;29;37
24;30;34;29;37
24;30;34;29;38
24;30;33;29;38
24;30;34;29;37
24;30;34;29;38
24;30;35;29;37
24;30;33;29;37
24;30;36;29;38
25;30;33;29;37
25;30;36;29;38
24;30;34;29;37
24;30;35;29;37
24;30;33;29;38
24;30;34;29;37
24;30;34;29;37
24;30;33;29;37
24;30;36;29;37
24;30;35;29;37
25;30;34;29;37
24;30;36;29;38
24;30;36;29;37
24;30;36;29;37
24;31;37;29;38
24;31;37;29;37
24;30;35;29;37
24;29;35;29;38
24;30;34;29;37
25;30;34;29;37
24;30;35;29;38
24;30;34;29;38
24;30;32;29;37
25;30;35;29;37
24;30;33;29;37
24;30;32;29;38
24;30;35;29;37
24;30;33;29;38
24;30;34;29;37
24;30;35;29;38
24;30;34;29;37
24;30;35;29;38
24;30;34;29;37
24;30;35;29;37
24;30;33;29;38
24;30;36;29;38
24;31;33;29;38
24;30;34;29;37
24;30;36;29;37
24;30;34;29;38
24;30;33;29;37
24;30;35;29;38
24;30;36;29;38
24;31;35;29;38
25;30;34;29;38
24;30;33;29;38
24;30;35;29;38
24;30;33;29;37
24;30;34;29;38
24;30;32;29;37
24;30;32;29;37
24;30;35;29;37
24;30;33;29;38
24;30;34;29;37
24;30;35;29;37
24;30;33;29;37
24;30;34;29;37
24;30;35;29;38
24;30;33;29;37
24;30;33;29;37
24;30;33;29;37
24;30;34;29;38
24;30;35;29;37
24;30;35;29;38
24;30;35;29;38
24;30;33;29;38
24;30;35;29;37
24;30;33;29;37
24;30;36;29;38
24;30;33;29;37
25;30;33;29;37
24;30;34;29;38
24;30;36;29;38
24;30;36;30;37
24;30;37;29;38
24;30;35;29;38
24;30;34;29;39
24;30;35;29;37
25;30;36;29;38
24;30;36;29;38
24;30;37;29;37
24;30;37;29;38
24;30;37;29;37
24;30;38;29;38
24;30;36;29;37
24;30;35;29;38
24;30;34;29;38
24;30;34;29;37
25;30;33;29;37
24;30;34;29;38
24;30;33;29;38
24;30;33;29;37
24;30;33;29;37
24;30;34;29;37
24;29;32;29;38
24;30;34;29;37
24;30;35;29;37
24;30;32;29;37
24;30;32;29;38
24;30;34;29;38
24;30;34;29;38
25;30;35;29;37
24;30;35;29;38
24;30;35;29;38
24;30;33;29;38
24;30;35;29;37
24;30;34;29;38
24;30;35;29;37
24;30;36;29;38
24;31;36;29;37
24;30;34;29;38
24;30;36;29;37
24;30;35;29;38
24;30;33;29;37
24;30;35;29;38
24;30;35;29;38
24;30;35;29;38
24;30;36;29;38
24;30;33;29;37
24;30;36;29;37
24;30;36;28;38
24;30;36;29;38
24;30;36;29;37
24;30;37;29;38
24;30;36;29;37
24;30;35;29;38
24;30;36;29;37
24;30;34;29;37
24;31;35;29;37
24;30;33;29;37
24;30;33;29;38
24;30;35;29;38
25;30;35;29;38
24;30;34;29;37
24;30;33;29;38
24;30;34;29;37
25;30;36;29;37
24;30;36;29;37
24;30;36;29;38
24;30;36;29;38
24;30;37;29;38
24;30;36;29;37
24;29;37;29;37
24;30;36;29;37
24;30;34;29;38
24;30;35;29;37
25;30;36;29;38
24;30;34;29;37
24;30;35;29;38
24;30;36;29;38
24;30;34;29;37
24;30;35;29;37
24;30;33;29;38
25;30;36;29;37
24;30;34;29;38
24;30;36;29;38
24;30;36;29;37
24;30;36;29;37
24;30;36;29;37
24;30;35;29;37
24;30;34;29;38
24;31;37;29;38
24;30;35;29;37
24;30;35;29;37
24;30;35;29;37
24;30;34;29;37
24;30;35;30;37
24;30;35;29;37
24;30;35;29;38
24;30;35;29;37
24;30;34;29;38
24;30;36;29;38
24;30;35;29;38
24;30;34;29;37
24;30;37;29;38
24;30;34;29;37
24;30;34;29;37
24;30;35;29;38
24;30;36;29;38
24;30;34;29;37
24;30;35;29;37
24;30;33;29;37
24;30;33;29;38
24;30;35;29;37
24;30;35;30;37
24;30;33;29;38
24;30;33;29;37
24;30;32;29;37
24;30;32;29;37
24;30;33;29;37
25;30;34;29;38
24;30;32;29;37
24;30;32;29;38
24;30;31;29;38
24;30;32;29;38
24;30;32;29;38
24;30;32;29;37
24;30;34;30;37
24;30;32;29;38
24;30;32;29;37
24;30;32;29;38
24;30;33;29;38
24;30;34;29;37
24;30;35;29;38
24;30;33;29;37
24;30;33;29;38
24;30;33;29;37
24;30;35;29;38
24;30;34;29;38
24;30;33;29;37
24;30;35;29;37
24;30;35;29;38
24;30;36;29;37
24;30;34;29;38
24;30;36;29;38
24;30;37;29;37
24;30;37;29;38
24;30;35;29;38
24;30;37;29;38
24;30;37;29;38
24;30;37;29;37
24;30;36;29;38
24;30;38;29;37
24;30;36;29;37
24;30;35;29;38
24;30;37;29;38
24;30;37;29;37
24;30;38;29;37
24;30;37;29;37
24;30;36;29;37
24;30;36;29;37
24;30;38;29;37
24;30;35;29;37
24;30;36;29;37
24;30;37;29;38
24;30;35;29;38
25;30;35;29;37
24;30;35;29;37
24;30;34;29;38
24;30;33;29;37
24;30;34;29;37
24;30;34;29;37
24;30;35;29;38
25;30;35;29;37
24;30;35;29;37
24;30;34;29;38
24;30;36;29;37
24;30;33;29;37
24;30;34;30;37
24;30;36;29;38
24;30;35;29;38
24;30;33;29;37
24;30;35;29;38
24;30;35;29;38
24;30;36;29;37
24;30;34;29;37
24;30;35;29;38
24;30;33;29;38
24;30;34;29;37
24;30;35;29;38
24;30;35;29;37
24;30;34;29;38
24;30;33;29;37
24;30;36;29;37
24;30;34;29;37
24;30;34;29;38
24;30;33;29;38
24;30;35;29;37
24;30;36;29;38
24;30;33;29;37
24;30;36;29;37
24;30;34;29;37
24;30;33;29;37
24;30;33;29;37
24;30;34;29;38
24;30;34;29;37
24;30;35;29;38
24;30;36;29;38
24;30;33;29;38
24;30;35;29;38
24;30;34;29;38
24;30;35;29;38
24;30;33;29;37
24;30;34;30;38
24;30;36;29;38
24;30;36;29;37
24;30;35;29;38
24;30;34;29;37
24;30;36;29;37
24;30;35;29;38
24;30;37;29;38
24;30;36;29;37
24;30;35;29;37
24;30;34;29;37
24;30;34;29;38
24;30;34;29;37
24;30;33;29;38
24;30;32;29;38
24;30;32;29;37
24;30;34;29;37
24;30;33;29;38
24;30;32;29;38
25;30;34;29;38
24;30;33;29;37
24;30;35;29;37
24;30;32;29;38
24;30;33;29;37
24;30;35;29;38
24;30;35;29;38
24;30;35;29;37
24;30;34;29;37
24;30;33;29;37
24;30;33;29;38
24;30;34;29;37
24;29;35;29;37
24;30;34;29;37
24;31;36;29;38
24;30;34;29;37
24;30;36;30;38
24;30;36;29;37
25;30;35;29;37
24;29;36;29;38
24;29;36;29;37
24;30;34;29;37
24;30;37;29;37
24;30;34;30;37
25;30;36;29;37
24;29;35;29;37
24;30;36;29;38
24;29;35;29;37
24;30;35;29;38
24;30;36;29;38
24;30;37;29;37
24;30;34;29;37
24;30;37;29;38
24;30;34;29;38
24;30;36;29;37
24;30;33;29;37
24;30;35;29;37
24;30;35;29;37
24;30;33;29;37
24;30;32;29;37
24;30;33;29;37
24;30;34;29;37
24;30;34;29;38
24;30;33;29;37
24;29;32;29;37
24;30;35;29;38
24;30;35;29;37
24;30;36;29;37
24;30;34;29;37
24;30;35;29;38
24;30;35;29;37
24;30;37;29;38
24;30;37;29;37
24;29;35;29;37
24;29;35;29;38
24;30;35;29;37
24;29;37;29;37
24;29;36;29;38
24;30;37;29;37
24;30;36;29;38
24;30;35;29;37
24;30;37;29;38
24;30;35;29;37
24;31;34;29;37
24;30;34;29;37
24;30;35;29;37
24;30;34;29;37
24;30;35;29;38
24;30;35;29;37
24;30;35;29;38
24;30;33;29;38
24;30;36;29;37
24;30;36;29;37
24;30;36;29;37
24;30;35;29;37
24;30;35;29;37
24;30;36;29;38
24;30;37;29;38
24;30;36;29;37
24;29;34;29;37
24;30;35;29;37
24;30;35;29;37
24;30;33;29;37
24;29;34;29;37
24;30;36;29;38
24;30;35;29;38
24;30;36;29;37
24;30;36;29;37
25;30;37;29;38
24;30;38;29;38
24;30;37;29;37
24;30;35;29;37
24;30;36;29;38
24;30;37;29;37
24;30;37;29;37
24;30;34;29;38
24;30;34;29;37
25;30;34;29;37
24;30;33;29;37
24;30;34;29;37
24;30;33;29;38
24;30;35;29;37
24;30;35;29;38
24;30;35;29;37
24;30;33;29;38
24;30;33;29;37
24;30;36;29;37
24;30;36;29;38
24;30;35;29;37
24;30;35;29;37
24;30;34;29;37
24;30;35;29;37
24;30;33;29;37
24;30;33;29;37
25;30;32;29;37
24;30;33;29;38
24;30;34;29;38
24;30;33;29;37
25;30;35;29;38
24;30;35;29;37
24;29;33;29;37
24;30;36;29;37
24;30;35;29;37
24;30;36;29;37
24;30;35;29;37
24;30;34;29;38
24;30;34;29;38
24;30;36;29;37
25;30;34;29;37
24;30;34;29;38
24;30;33;29;38
24;30;34;29;37
24;30;34;29;38
24;30;32;29;37
24;30;35;29;37
24;30;34;29;37
24;30;34;29;38
24;30;34;29;38
24;30;33;29;37
24;30;32;29;38
